hr_lang,Akan,Atikamekw,Bambara,Bhojpuri,Cantonese,Chichewa,Coptic,Dagbani,Greenlandic (South),Guaraní,Kashmiri,Komi-Zyrian,Koryak,Kurmanji,Madurese,Nanai,Quiché,Romani (Lovari),Rundi,Samoan,Sesotho,Shor,Sranan,Swati,Tabassaran,Tat (Muslim),Tofa,Tsakhur,Tsonga,Udi,Yukaghir (Kolyma)
Turkish,0.9246219982211681,0.9327417565796108,0.935149928605426,0.15453074433656958,0.3392226148409894,0.9176662644616367,0.7846153846153846,0.9335527920019507,0.9085419549628884,0.9230769230769231,0.4476025704399407,0.34957369062119364,0.35970561177552896,0.9279620853080569,0.8916666666666667,0.44011684518013633,0.8898708361658736,0.8433677629790703,0.9073854191403468,0.9248068669527897,0.911449325492909,0.3254081924949871,0.9288200291905243,0.8944336028250163,0.2863145258103241,0.38120423108218066,0.3487394957983193,0.42541562286495105,0.9125720425906028,0.3108671789242591,0.3950966525223951
Turkmen,0.6377853542840202,0.6691539780175456,0.6869347929557353,0.020226537216828478,0.07561837455830389,0.6197742920008518,0.35384615384615387,0.6578883199219703,0.6581959994967921,0.6858974358974359,0.23863074641621354,0.24725943970767356,0.25321987120515177,0.7,0.6659863945578232,0.32512171372930865,0.7036029911624745,0.5423348736069584,0.6403467109950131,0.6381974248927038,0.6223625043237634,0.25522772844457176,0.7098910968900864,0.5927887742774836,0.20868347338935575,0.2819365337672905,0.2689075630252101,0.31131860624003643,0.6358308098075608,0.213172338090011,0.2989156058462989
Tuvan,0.42973613993477616,0.5113441564989412,0.42539267015706805,0.04288025889967637,0.10600706713780919,0.3860458513734119,0.7692307692307693,0.41636186296025357,0.46748018618694176,0.4658119658119658,0.4383341571922887,0.9874137231019082,0.874655013799448,0.3872037914691943,0.3861394557823129,0.956475170399221,0.3840924541128484,0.3393585213373199,0.3899311327475659,0.45261802575107296,0.39916983742649603,0.9868232598109424,0.47501964746828335,0.36009664529318836,0.9781912765106042,0.9938974776240846,0.9859943977591037,0.9524026417672512,0.38829735274006055,0.9861690450054885,0.991984912776992
Udmurt,0.4225466943373851,0.5008571140465866,0.4334840552118039,0.02831715210355987,0.0685512367491166,0.37625097593867557,0.6,0.4056327724945135,0.478424959114354,0.5170940170940171,0.4131240731586752,0.952090946000812,0.7994480220791168,0.3924170616113744,0.4142006802721088,0.8794547224926972,0.4343983684568321,0.34200869801576517,0.4058418427926858,0.44068669527897,0.3962296783120028,0.8582068175307934,0.4811945660716291,0.3720843787752068,0.9231692677070829,0.9462978030919447,0.8249299719887955,0.9016169437485766,0.39454918433134706,0.9433589462129528,0.9575671852899575
Ukrainian,0.775126000592944,0.7927800746193405,0.7404807234650167,0.10032362459546926,0.29823321554770316,0.7359642274114557,0.6461538461538462,0.7573762496951963,0.7496540445339036,0.7628205128205128,0.4838111715274345,0.9407226958993098,0.8843146274149034,0.6085308056872037,0.6903061224489796,0.9394352482960078,0.6893269884432359,0.6645148138081001,0.6719306578009974,0.7805150214592275,0.7439467312348669,0.875537095388141,0.7701807567082071,0.6872037914691943,0.9647859143657463,0.9532139951179821,0.7780112044817927,0.9218856752448189,0.7088990915307218,0.9391877058177827,0.9165487977369166
Uyghur,0.532686036169582,0.5617626298275689,0.5486673012851023,0.029935275080906147,0.3201413427561837,0.5044360848889204,0.5230769230769231,0.5751036332601804,0.5625864888665241,0.5534188034188035,0.5017301038062284,0.38773853024766547,0.3199172033118675,0.6194312796208531,0.536734693877551,0.43047711781889,0.6363018354860639,0.4440744767599891,0.5182854428876751,0.5486695278969957,0.5166897267381529,0.39974219421369234,0.5720220051644774,0.49549298392342717,0.35114045618247297,0.44914564686737185,0.47829131652661067,0.41903894329309954,0.5239816352447006,0.3716794731064764,0.41725601131541723
Veps,0.5943522087162764,0.6869012806292225,0.6734888148500714,0.061488673139158574,0.08692579505300353,0.5746326921711974,0.38461538461538464,0.6008290660814436,0.6880110705749151,0.7051282051282052,0.24604547701433516,0.2496954933008526,0.24225697638761115,0.5990521327014218,0.6511904761904762,0.3044790652385589,0.6363018354860639,0.5527996738244088,0.6075753977677512,0.6387124463519314,0.5999654098927707,0.24634775136064166,0.6972044459413944,0.5743889973050832,0.20188075230092037,0.28315703824247357,0.2535014005602241,0.2910498747437941,0.6155123571358797,0.21075740944017562,0.29985855728429983
Vietnamese,0.9252890601838126,0.9238681052737723,0.9137315564017134,0.18042071197411003,0.7406360424028269,0.9095038682660231,0.7384615384615385,0.9246525237746891,0.8904264687382061,0.9294871794871795,0.3788927335640138,0.3516037352821762,0.3654553817847286,0.795260663507109,0.879421768707483,0.44819863680623173,0.8715159755268524,0.8125169883120413,0.874020422702446,0.9205150214592275,0.9100657212037357,0.32583786880549986,0.8989558773997979,0.8795650961806524,0.2961184473789516,0.37835638730675347,0.32142857142857145,0.4097016624914598,0.8969424636123864,0.3012074643249177,0.3965110796793965
Welsh,0.885117106433442,0.874760512251689,0.8726796763445979,0.14158576051779936,0.22402826855123675,0.8601746043012279,0.5230769230769231,0.8651548402828578,0.8484086048559567,0.8717948717948718,0.3416955017301038,0.21112464474218431,0.2600429316160687,0.7568720379146919,0.8177721088435375,0.3450827653359299,0.7845003399048266,0.7591736885023104,0.8084777962479222,0.883519313304721,0.864147353856797,0.22400458321397881,0.8761648141910857,0.8245516215965059,0.1674669867947179,0.24247355573637103,0.20868347338935575,0.28740605784559325,0.8506398358894207,0.17804610318331504,0.25742574257425743
Wolof,0.4330714497479988,0.463446606836745,0.569728700618753,0.021844660194174758,0.039575971731448764,0.41883739087231175,0.2,0.4952450621799561,0.4726380676814694,0.6196581196581197,0.1625061789421651,0.040194884287454324,0.1114688745783502,0.5061611374407583,0.4648809523809524,0.13349561830574488,0.6335825968728755,0.3567545528676271,0.466278793635716,0.42506437768240346,0.4515738498789346,0.08106559725007162,0.5012911193443359,0.4439178515007899,0.044017607042817125,0.07119609438567942,0.049019607843137254,0.120018219084491,0.4616586890690632,0.047639956092206365,0.07873644507307874
Xhosa,0.5391343018084791,0.4579005747705959,0.510590195145169,0.0186084142394822,0.05088339222614841,0.5646248846617928,0.23076923076923078,0.5635210924164837,0.4676059881746132,0.6047008547008547,0.14409293129016312,0.0194884287454324,0.10433915976694265,0.4928909952606635,0.4589285714285714,0.12930866601752677,0.6165873555404486,0.39501223158466975,0.5531940156732368,0.503175965665236,0.6242649602213767,0.05528501861930679,0.5052206130010104,0.6828361676424124,0.031612645058023206,0.044751830756712775,0.029411764705882353,0.10430425871099977,0.6382729315229071,0.03336992316136114,0.056577086280056574
Yakut,0.515490661132523,0.5781990521327014,0.5048786292241789,0.04854368932038835,0.21625441696113074,0.47994889630207965,0.7384615384615385,0.49841502072665206,0.5540319537048686,0.5363247863247863,0.45909540286702916,0.9667072675598863,0.8475927629561484,0.4146919431279621,0.46437074829931974,0.9458617332035053,0.44119646498980286,0.4022152758901876,0.4541676561386844,0.5433476394849786,0.4919578000691802,0.9255227728444572,0.5486695857190973,0.44800669082798994,0.9431772709083633,0.9768104149715215,0.9061624649859944,0.9430653609656114,0.4741623522516362,0.9734357848518111,0.991984912776992
Yazva,0.17336199229172844,0.17737218917011194,0.16408852927177534,0.029935275080906147,0.0353356890459364,0.1477038824614948,0.4307692307692308,0.17837112899292856,0.20983771543590388,0.2905982905982906,0.32192288680177955,0.9748274462038165,0.7562864152100582,0.1990521327014218,0.16717687074829932,0.8012658227848102,0.21210061182868797,0.13828486001630877,0.14758964616480647,0.1806008583690987,0.16205465236942235,0.8169578917215697,0.20343550016840686,0.14654771861351176,0.9097639055622249,0.9389747762408462,0.7801120448179272,0.8852197677066728,0.15570968057047962,0.9306256860592755,0.9410655351249411
Yiddish (Lithuanian),0.4088348651052476,0.5049914288595342,0.40528319847691574,0.05339805825242718,0.06643109540636043,0.3843423947760664,0.35384615384615387,0.38697878566203364,0.4657189583595421,0.36538461538461536,0.24752842313395948,0.19732034104750304,0.1971021159153634,0.2919431279620853,0.37168367346938774,0.29795520934761444,0.29775662814411963,0.3103424843707529,0.3538351935407267,0.45313304721030045,0.39891041162227603,0.2038097966198797,0.4600875715729202,0.3545209553015519,0.16306522609043617,0.23759153783563874,0.20378151260504201,0.24572990207242085,0.37882192048451696,0.1650933040614709,0.24516737388024518
Yurt Tatar,0.15735250518825972,0.15196127861248362,0.14707282246549264,0.020226537216828478,0.0303886925795053,0.12783022215913123,0.26153846153846155,0.1633747866374055,0.17322933702352497,0.2948717948717949,0.31277805239742956,0.9236703207470565,0.7590463048144741,0.2127962085308057,0.14914965986394557,0.76952288218111,0.20938137321549966,0.13114976895895625,0.1459273331750178,0.1567381974248927,0.13922518159806296,0.870380979661988,0.17727629953968788,0.13734783012731158,0.9257703081232493,0.9336859235150529,0.9159663865546218,0.8897745388294238,0.13441437921265995,0.9598243688254665,0.9448373408769448
